20250417194733,10.0.4.20,35002,10.0.2.20,5001,1,11.0-12.0,3670016,29360128,,,,,,,,
20250417194734,10.0.4.20,35002,10.0.2.20,5001,1,12.0-13.0,5111808,40894464,,,,,,,,
20250417194735,10.0.4.20,35002,10.0.2.20,5001,1,13.0-14.0,3932160,31457280,,,,,,,,
20250417194736,10.0.4.20,35002,10.0.2.20,5001,1,14.0-15.0,3145728,25165824,,,,,,,,
20250417194737,10.0.4.20,35002,10.0.2.20,5001,1,15.0-16.0,4718592,37748736,,,,,,,,
20250417194738,10.0.4.20,35002,10.0.2.20,5001,1,16.0-17.0,4325376,34603008,,,,,,,,
20250417194739,10.0.4.20,35002,10.0.2.20,5001,1,17.0-18.0,5111808,40894464,,,,,,,,
20250417194740,10.0.4.20,35002,10.0.2.20,5001,1,18.0-19.0,3670016,29360128,,,,,,,,
20250417194741,10.0.4.20,35002,10.0.2.20,5001,1,19.0-20.0,2752512,22020096,,,,,,,,
20250417194742,10.0.4.20,35002,10.0.2.20,5001,1,20.0-21.0,2752512,22020096,,,,,,,,
20250417194743,10.0.4.20,35002,10.0.2.20,5001,1,21.0-22.0,3538944,28311552,,,,,,,,
20250417194744,10.0.4.20,35002,10.0.2.20,5001,1,22.0-23.0,5242880,41943040,,,,,,,,
20250417194745,10.0.4.20,35002,10.0.2.20,5001,1,23.0-24.0,3407872,27262976,,,,,,,,
20250417194746,10.0.4.20,35002,10.0.2.20,5001,1,24.0-25.0,3407872,27262976,,,,,,,,
20250417194747,10.0.4.20,35002,10.0.2.20,5001,1,25.0-26.0,2752512,22020096,,,,,,,,
20250417194748,10.0.4.20,35002,10.0.2.20,5001,1,26.0-27.0,3276800,26214400,,,,,,,,
20250417194749,10.0.4.20,35002,10.0.2.20,5001,1,27.0-28.0,3538944,28311552,,,,,,,,
20250417194750,10.0.4.20,35002,10.0.2.20,5001,1,28.0-29.0,3276800,26214400,,,,,,,,
20250417194751,10.0.4.20,35002,10.0.2.20,5001,1,29.0-30.0,3407872,27262976,,,,,,,,
20250417194752,10.0.4.20,35002,10.0.2.20,5001,1,30.0-31.0,3014656,24117248,,,,,,,,
20250417194752,10.0.4.20,35002,10.0.2.20,5001,1,31.0-31.6,1563420,21670825,,,,,,,,
20250417194752,10.0.4.20,35002,10.0.2.20,5001,1,0.0-31.6,104857600,26565435,,,,,,,,
,,,,,,,,,,,,,,,,
Buffer=64000,Delay=100000,Repeticao=3,,,,,,,,,,,,,,
20250417194821,10.0.4.20,51650,10.0.2.20,5001,1,0.0-1.0,402660,3221280,,,,,,,,
20250417194822,10.0.4.20,51650,10.0.2.20,5001,1,1.0-2.0,2359296,18874368,,,,,,,,
20250417194823,10.0.4.20,51650,10.0.2.20,5001,1,2.0-3.0,3670016,29360128,,,,,,,,
20250417194824,10.0.4.20,51650,10.0.2.20,5001,1,3.0-4.0,7602176,60817408,,,,,,,,
20250417194825,10.0.4.20,51650,10.0.2.20,5001,1,4.0-5.0,9175040,73400320,,,,,,,,
20250417194826,10.0.4.20,51650,10.0.2.20,5001,1,5.0-6.0,4980736,39845888,,,,,,,,
20250417194827,10.0.4.20,51650,10.0.2.20,5001,1,6.0-7.0,6553600,52428800,,,,,,,,
20250417194828,10.0.4.20,51650,10.0.2.20,5001,1,7.0-8.0,7864320,62914560,,,,,,,,
20250417194829,10.0.4.20,51650,10.0.2.20,5001,1,8.0-9.0,6946816,55574528,,,,,,,,
20250417194830,10.0.4.20,51650,10.0.2.20,5001,1,9.0-10.0,6553600,52428800,,,,,,,,
20250417194831,10.0.4.20,51650,10.0.2.20,5001,1,10.0-11.0,6422528,51380224,,,,,,,,
20250417194832,10.0.4.20,51650,10.0.2.20,5001,1,11.0-12.0,5111808,40894464,,,,,,,,
20250417194833,10.0.4.20,51650,10.0.2.20,5001,1,12.0-13.0,7733248,61865984,,,,,,,,
20250417194834,10.0.4.20,51650,10.0.2.20,5001,1,13.0-14.0,7471104,59768832,,,,,,,,
20250417194835,10.0.4.20,51650,10.0.2.20,5001,1,14.0-15.0,6553600,52428800,,,,,,,,
20250417194836,10.0.4.20,51650,10.0.2.20,5001,1,15.0-16.0,4980736,39845888,,,,,,,,
20250417194837,10.0.4.20,51650,10.0.2.20,5001,1,16.0-17.0,7471104,59768832,,,,,,,,
20250417194837,10.0.4.20,51650,10.0.2.20,5001,1,17.0-17.7,3005212,32679200,,,,,,,,
20250417194837,10.0.4.20,51650,10.0.2.20,5001,1,0.0-17.7,104857600,47297900,,,,,,,,
,,,,,,,,,,,,,,,,
Buffer=64000,Delay=100000,Repeticao=4,,,,,,,,,,,,,,
20250417194907,10.0.4.20,48828,10.0.2.20,5001,1,0.0-1.0,271588,2172704,,,,,,,,
20250417194908,10.0.4.20,48828,10.0.2.20,5001,1,1.0-2.0,1966080,15728640,,,,,,,,
20250417194909,10.0.4.20,48828,10.0.2.20,5001,1,2.0-3.0,2752512,22020096,,,,,,,,
20250417194910,10.0.4.20,48828,10.0.2.20,5001,1,3.0-4.0,3932160,31457280,,,,,,,,
20250417194911,10.0.4.20,48828,10.0.2.20,5001,1,4.0-5.0,3276800,26214400,,,,,,,,
20250417194912,10.0.4.20,48828,10.0.2.20,5001,1,5.0-6.0,3801088,30408704,,,,,,,,
20250417194913,10.0.4.20,48828,10.0.2.20,5001,1,6.0-7.0,3801088,30408704,,,,,,,,
20250417194914,10.0.4.20,48828,10.0.2.20,5001,1,7.0-8.0,3801088,30408704,,,,,,,,
20250417194915,10.0.4.20,48828,10.0.2.20,5001,1,8.0-9.0,2883584,23068672,,,,,,,,
20250417194916,10.0.4.20,48828,10.0.2.20,5001,1,9.0-10.0,3801088,30408704,,,,,,,,
20250417194917,10.0.4.20,48828,10.0.2.20,5001,1,10.0-11.0,4980736,39845888,,,,,,,,
20250417194918,10.0.4.20,48828,10.0.2.20,5001,1,11.0-12.0,5242880,41943040,,,,,,,,
20250417194919,10.0.4.20,48828,10.0.2.20,5001,1,12.0-13.0,5111808,40894464,,,,,,,,
